,width,x
141,7.62241374887e-06,4.23847695391e-05
142,7.64046219273e-06,4.26853707415e-05
143,7.65836934292e-06,4.29859719439e-05
144,7.67613667035e-06,4.32865731463e-05
145,7.69376562087e-06,4.35871743487e-05
146,7.71125761576e-06,4.38877755511e-05
147,7.72861405239e-06,4.41883767535e-05
148,7.7458365621e-06,4.44889779559e-05
149,7.76292690453e-06,4.47895791583e-05
150,7.77988640096e-06,4.50901803607e-05
151,7.79671635104e-06,4.53907815631e-05
152,7.81341803323e-06,4.56913827655e-05
153,7.82999270534e-06,4.59919839679e-05
154,7.84644146851e-06,4.62925851703e-05
155,7.8627654586e-06,4.65931863727e-05
156,7.87896580028e-06,4.68937875752e-05
157,7.89504360043e-06,4.71943887776e-05
158,7.91099994854e-06,4.749498998e-05
159,7.92683623161e-06,4.77955911824e-05
160,7.942554165e-06,4.80961923848e-05
161,7.95815477873e-06,4.83967935872e-05
162,7.97363908707e-06,4.86973947896e-05
163,7.98900808878e-06,4.8997995992e-05
164,8.00426276753e-06,4.92985971944e-05
165,8.01940409214e-06,4.95991983968e-05
166,8.03443301687e-06,4.98997995992e-05
167,8.04935048177e-06,5.02004008016e-05
168,8.06415741294e-06,5.0501002004e-05
169,8.07885472277e-06,5.08016032064e-05
170,8.09344331027e-06,5.11022044088e-05
171,8.10792501355e-06,5.14028056112e-05
172,8.1223009887e-06,5.17034068136e-05
173,8.13657208511e-06,5.2004008016e-05
174,8.15073914003e-06,5.23046092184e-05
175,8.16480297878e-06,5.26052104208e-05
176,8.17876441494e-06,5.29058116232e-05
177,8.19262425061e-06,5.32064128257e-05
178,8.20638327662e-06,5.35070140281e-05
179,8.22004227274e-06,5.38076152305e-05
180,8.23360200784e-06,5.41082164329e-05
181,8.24706324018e-06,5.44088176353e-05
182,8.2604267175e-06,5.47094188377e-05
183,8.27369421557e-06,5.50100200401e-05
184,8.28686688583e-06,5.53106212425e-05
185,8.29994543385e-06,5.56112224449e-05
186,8.31293055573e-06,5.59118236473e-05
187,8.32582293821e-06,5.62124248497e-05
188,8.33862325888e-06,5.65130260521e-05
189,8.35133218294e-06,5.68136272545e-05
190,8.36395033191e-06,5.71142284569e-05
191,8.37647831593e-06,5.74148296593e-05
192,8.38891673718e-06,5.77154308617e-05
193,8.4012661899e-06,5.80160320641e-05
194,8.41352726063e-06,5.83166332665e-05
195,8.42570075183e-06,5.86172344689e-05
196,8.43778867893e-06,5.89178356713e-05
197,8.44979159432e-06,5.92184368737e-05
198,8.46171004339e-06,5.95190380762e-05
199,8.47354456458e-06,5.98196392786e-05
200,8.48529568955e-06,6.0120240481e-05
201,8.49696394327e-06,6.04208416834e-05
202,8.5085498441e-06,6.07214428858e-05
203,8.52005390392e-06,6.10220440882e-05
204,8.53147662823e-06,6.13226452906e-05
205,8.54281851625e-06,6.1623246493e-05
206,8.55408006098e-06,6.19238476954e-05
207,8.56526174938e-06,6.22244488978e-05
208,8.57636425839e-06,6.25250501002e-05
209,8.58738970998e-06,6.28256513026e-05
210,8.5983385616e-06,6.3126252505e-05
211,8.6092112652e-06,6.34268537074e-05
212,8.62000826729e-06,6.37274549098e-05
213,8.63073000904e-06,6.40280561122e-05
214,8.64137692635e-06,6.43286573146e-05
215,8.65194944991e-06,6.4629258517e-05
216,8.66244800532e-06,6.49298597194e-05
217,8.67287301311e-06,6.52304609218e-05
218,8.68322488885e-06,6.55310621242e-05
219,8.69350404322e-06,6.58316633267e-05
220,8.70371088206e-06,6.61322645291e-05
221,8.71384580645e-06,6.64328657315e-05
222,8.72391046717e-06,6.67334669339e-05
223,8.73390598873e-06,6.70340681363e-05
224,8.74383274683e-06,6.73346693387e-05
225,8.75369111287e-06,6.76352705411e-05
226,8.76348145404e-06,6.79358717435e-05
227,8.77320413332e-06,6.82364729459e-05
228,8.78285950959e-06,6.85370741483e-05
229,8.79244793766e-06,6.88376753507e-05
230,8.80196976834e-06,6.91382765531e-05
231,8.81142534847e-06,6.94388777555e-05
232,8.82081502099e-06,6.97394789579e-05
233,8.83013912499e-06,7.00400801603e-05
234,8.83939799576e-06,7.03406813627e-05
235,8.84859196484e-06,7.06412825651e-05
236,8.85772284253e-06,7.09418837675e-05
237,8.86679158543e-06,7.12424849699e-05
238,8.87579848811e-06,7.15430861723e-05
239,8.8847438375e-06,7.18436873747e-05
240,8.89362791758e-06,7.21442885772e-05
241,8.90245100926e-06,7.24448897796e-05
242,8.91121339039e-06,7.2745490982e-05
243,8.91991533583e-06,7.30460921844e-05
244,8.92855711745e-06,7.33466933868e-05
245,8.93713900421e-06,7.36472945892e-05
246,8.94566126216e-06,7.39478957916e-05
247,8.95412415449e-06,7.4248496994e-05
248,8.96252794155e-06,7.45490981964e-05
249,8.97087288091e-06,7.48496993988e-05
250,8.97916000116e-06,7.51503006012e-05
251,8.98739101975e-06,7.54509018036e-05
252,8.99556617604e-06,7.5751503006e-05
253,9.0036857069e-06,7.60521042084e-05
254,9.01174984672e-06,7.63527054108e-05
255,9.01975882746e-06,7.66533066132e-05
256,9.02771287867e-06,7.69539078156e-05
257,9.03561222751e-06,7.7254509018e-05
258,9.04345709879e-06,7.75551102204e-05
259,9.05124771498e-06,7.78557114228e-05
260,9.05898429626e-06,7.81563126253e-05
261,9.06666706051e-06,7.84569138277e-05
262,9.07429622337e-06,7.87575150301e-05
263,9.08187199826e-06,7.90581162325e-05
264,9.08939459636e-06,7.93587174349e-05
265,9.09686567968e-06,7.96593186373e-05
266,9.10428634371e-06,7.99599198397e-05
267,9.11165678372e-06,8.02605210421e-05
268,9.11897719305e-06,8.05611222445e-05
269,9.12624776308e-06,8.08617234469e-05
270,9.1334686833e-06,8.11623246493e-05
271,9.14064014129e-06,8.14629258517e-05
272,9.14776232278e-06,8.17635270541e-05
273,9.15483541162e-06,8.20641282565e-05
274,9.16185958982e-06,8.23647294589e-05
275,9.16883503761e-06,8.26653306613e-05
276,9.17576193339e-06,8.29659318637e-05
277,9.18264045378e-06,8.32665330661e-05
278,9.18947077365e-06,8.35671342685e-05
279,9.19625306611e-06,8.38677354709e-05
280,9.20298879563e-06,8.41683366733e-05
281,9.20967927243e-06,8.44689378758e-05
282,9.21632465561e-06,8.47695390782e-05
283,9.22292510275e-06,8.50701402806e-05
284,9.22948076992e-06,8.5370741483e-05
285,9.23599181167e-06,8.56713426854e-05
286,9.24245838109e-06,8.59719438878e-05
287,9.24888062977e-06,8.62725450902e-05
288,9.25525870784e-06,8.65731462926e-05
289,9.26159276401e-06,8.6873747495e-05
290,9.26788294553e-06,8.71743486974e-05
291,9.27412939825e-06,8.74749498998e-05
292,9.28033226659e-06,8.77755511022e-05
293,9.28649169359e-06,8.80761523046e-05
294,9.29260782091e-06,8.8376753507e-05
295,9.29868101704e-06,8.86773547094e-05
296,9.30471370859e-06,8.89779559118e-05
297,9.31070602484e-06,8.92785571142e-05
298,9.31665809385e-06,8.95791583166e-05
299,9.32257004252e-06,8.9879759519e-05
300,9.32844199655e-06,9.01803607214e-05
301,9.33427408048e-06,9.04809619238e-05
302,9.3400664177e-06,9.07815631263e-05
303,9.34581913045e-06,9.10821643287e-05
304,9.35153233983e-06,9.13827655311e-05
305,9.35720616581e-06,9.16833667335e-05
306,9.36284072725e-06,9.19839679359e-05
307,9.36843614189e-06,9.22845691383e-05
308,9.37399252638e-06,9.25851703407e-05
309,9.37950999629e-06,9.28857715431e-05
310,9.38498866608e-06,9.31863727455e-05
311,9.39042945795e-06,9.34869739479e-05
312,9.39583424666e-06,9.37875751503e-05
313,9.40120312952e-06,9.40881763527e-05
314,9.40653620296e-06,9.43887775551e-05
315,9.41183356255e-06,9.46893787575e-05
316,9.41709530301e-06,9.49899799599e-05
317,9.4223215182e-06,9.52905811623e-05
318,9.42751230114e-06,9.55911823647e-05
319,9.43266774404e-06,9.58917835671e-05
320,9.43778793824e-06,9.61923847695e-05
321,9.44287297429e-06,9.64929859719e-05
322,9.4479229419e-06,9.67935871743e-05
323,9.45293793e-06,9.70941883768e-05
324,9.45791802668e-06,9.73947895792e-05
325,9.46286331925e-06,9.76953907816e-05
326,9.46777389423e-06,9.7995991984e-05
327,9.47265047954e-06,9.82965931864e-05
328,9.47749516519e-06,9.85971943888e-05
329,9.48230802876e-06,9.88977955912e-05
330,9.48708914716e-06,9.91983967936e-05
331,9.49183859664e-06,9.9498997996e-05
332,9.4965564528e-06,9.97995991984e-05
333,9.50124279058e-06,0.000100100200401
334,9.50589768427e-06,0.000100400801603
335,9.51052120751e-06,0.000100701402806
336,9.51511343332e-06,0.000101002004008
337,9.51967443406e-06,0.00010130260521
338,9.52420428149e-06,0.000101603206413
339,9.52870304672e-06,0.000101903807615
340,9.53317080025e-06,0.000102204408818
341,9.53760761194e-06,0.00010250501002
342,9.54201355107e-06,0.000102805611222
343,9.54638868629e-06,0.000103106212425
344,9.55073555718e-06,0.000103406813627
345,9.55505445813e-06,0.00010370741483
346,9.55934545003e-06,0.000104008016032
347,9.56360859325e-06,0.000104308617234
348,9.56784394766e-06,0.000104609218437
349,9.57205157265e-06,0.000104909819639
350,9.5762315271e-06,0.000105210420842
351,9.58038386941e-06,0.000105511022044
352,9.58450865748e-06,0.000105811623246
353,9.58860594874e-06,0.000106112224449
354,9.59267580014e-06,0.000106412825651
355,9.59671826814e-06,0.000106713426854
356,9.60073340873e-06,0.000107014028056
357,9.60472127744e-06,0.000107314629259
358,9.60868192932e-06,0.000107615230461
359,9.61261541894e-06,0.000107915831663
360,9.61652275037e-06,0.000108216432866
361,9.62040577545e-06,0.000108517034068
362,9.62426454189e-06,0.000108817635271
363,9.62809909702e-06,0.000109118236473
364,9.6319094878e-06,0.000109418837675
365,9.63569576084e-06,0.000109719438878
366,9.63945796233e-06,0.00011002004008
367,9.64319613815e-06,0.000110320641283
368,9.64691033379e-06,0.000110621242485
369,9.65060059437e-06,0.000110921843687
370,9.65426696467e-06,0.00011122244489
371,9.6579094891e-06,0.000111523046092
372,9.66152821172e-06,0.000111823647295
373,9.66512317623e-06,0.000112124248497
374,9.66869442598e-06,0.000112424849699
375,9.67224200399e-06,0.000112725450902
376,9.67576595289e-06,0.000113026052104
377,9.67926785378e-06,0.000113326653307
378,9.68274899418e-06,0.000113627254509
379,9.68620941072e-06,0.000113927855711
380,9.68964913976e-06,0.000114228456914
381,9.69306821739e-06,0.000114529058116
382,9.69646667944e-06,0.000114829659319
383,9.69984456146e-06,0.000115130260521
384,9.70320189873e-06,0.000115430861723
385,9.7065387263e-06,0.000115731462926
386,9.70985507893e-06,0.000116032064128
387,9.71315099112e-06,0.000116332665331
388,9.71642649712e-06,0.000116633266533
389,9.71968163092e-06,0.000116933867735
390,9.72291642624e-06,0.000117234468938
391,9.72613091657e-06,0.00011753507014
392,9.72932513513e-06,0.000117835671343
393,9.73249911488e-06,0.000118136272545
394,9.73565443473e-06,0.000118436873747
395,9.73879239376e-06,0.00011873747495
396,9.74191301965e-06,0.000119038076152
397,9.74501633987e-06,0.000119338677355
398,9.74810238172e-06,0.000119639278557
399,9.75117117228e-06,0.00011993987976
400,9.75422273848e-06,0.000120240480962
401,9.75725710704e-06,0.000120541082164
402,9.76027430452e-06,0.000120841683367
403,9.76327435728e-06,0.000121142284569
404,9.7662572915e-06,0.000121442885772
405,9.76922313319e-06,0.000121743486974
406,9.77217190815e-06,0.000122044088176
407,9.77510364204e-06,0.000122344689379
408,9.77801836031e-06,0.000122645290581
409,9.78091608825e-06,0.000122945891784
410,9.78379685097e-06,0.000123246492986
411,9.78666166711e-06,0.000123547094188
412,9.78951240083e-06,0.000123847695391
413,9.79234907254e-06,0.000124148296593
414,9.7951717025e-06,0.000124448897796
415,9.79798031089e-06,0.000124749498998
416,9.80077491771e-06,0.0001250501002
417,9.80355554288e-06,0.000125350701403
418,9.80632220618e-06,0.000125651302605
419,9.80907492728e-06,0.000125951903808
420,9.81181372571e-06,0.00012625250501
421,9.81453862091e-06,0.000126553106212
422,9.81724963215e-06,0.000126853707415
423,9.81994677864e-06,0.000127154308617
424,9.82263007943e-06,0.00012745490982
425,9.82529955346e-06,0.000127755511022
426,9.82795521956e-06,0.000128056112224
427,9.83059709644e-06,0.000128356713427
428,9.83322520268e-06,0.000128657314629
429,9.83584231142e-06,0.000128957915832
430,9.83844852731e-06,0.000129258517034
431,9.84104386477e-06,0.000129559118236
432,9.84362833813e-06,0.000129859719439
433,9.84620196166e-06,0.000130160320641
434,9.84876474955e-06,0.000130460921844
435,9.8513167159e-06,0.000130761523046
436,9.85385787477e-06,0.000131062124248
437,9.85638824011e-06,0.000131362725451
438,9.85890782583e-06,0.000131663326653
439,9.86141664574e-06,0.000131963927856
440,9.86391471358e-06,0.000132264529058
441,9.86640204303e-06,0.000132565130261
442,9.86887864769e-06,0.000132865731463
443,9.87134454108e-06,0.000133166332665
444,9.87379973668e-06,0.000133466933868
445,9.87624424785e-06,0.00013376753507
446,9.87867926311e-06,0.000134068136273
447,9.88110646434e-06,0.000134368737475
448,9.88352586112e-06,0.000134669338677
449,9.885937463e-06,0.00013496993988
450,9.88834127949e-06,0.000135270541082
451,9.89073732004e-06,0.000135571142285
452,9.89312559408e-06,0.000135871743487
453,9.895506111e-06,0.000136172344689
454,9.89787888015e-06,0.000136472945892
455,9.90024391083e-06,0.000136773547094
456,9.90260121231e-06,0.000137074148297
457,9.90495079382e-06,0.000137374749499
458,9.90729266454e-06,0.000137675350701
459,9.90962683311e-06,0.000137975951904
460,9.9119533081e-06,0.000138276553106
461,9.91427209805e-06,0.000138577154309
462,9.91658321146e-06,0.000138877755511
463,9.91888665681e-06,0.000139178356713
464,9.92118440944e-06,0.000139478957916
465,9.92347734604e-06,0.000139779559118
466,9.9257654718e-06,0.000140080160321
467,9.92804879189e-06,0.000140380761523
468,9.93032731147e-06,0.000140681362725
469,9.93260103568e-06,0.000140981963928
470,9.93486996964e-06,0.00014128256513
471,9.93713411846e-06,0.000141583166333
472,9.93939348723e-06,0.000141883767535
473,9.94164808104e-06,0.000142184368737
474,9.94389790495e-06,0.00014248496994
475,9.94614296399e-06,0.000142785571142
476,9.94838326322e-06,0.000143086172345
477,9.95061880764e-06,0.000143386773547
478,9.95284960225e-06,0.000143687374749
479,9.95507565205e-06,0.000143987975952
480,9.957296962e-06,0.000144288577154
481,9.95951353707e-06,0.000144589178357
482,9.96172772696e-06,0.000144889779559
483,9.96394001093e-06,0.000145190380762
484,9.96615039083e-06,0.000145490981964
485,9.96835886853e-06,0.000145791583166
486,9.97056544589e-06,0.000146092184369
487,9.97277012474e-06,0.000146392785571
488,9.97497290695e-06,0.000146693386774
489,9.97717379436e-06,0.000146993987976
490,9.97937278882e-06,0.000147294589178
491,9.98156989215e-06,0.000147595190381
492,9.98376510621e-06,0.000147895791583
493,9.98595843282e-06,0.000148196392786
494,9.98814987381e-06,0.000148496993988
495,9.99033943101e-06,0.00014879759519
496,9.99252710625e-06,0.000149098196393
497,9.99471290133e-06,0.000149398797595
498,9.9968968181e-06,0.000149699398798
499,9.99907885834e-06,0.00015
